phase,device,dtype,impl,sdpa_backend,sdpa_backend_honored,B,H,N,D,causal,chunk,status,note,latency_ms_median,latency_ms_min,latency_ms_max,warmup_iters,timed_iters,peak_mem_bytes,peak_mem_method,flops_fwd_analytic,flops_fwd_executed,flops_bwd_analytic,hbm_bytes_analytic,hbm_model,arithmetic_intensity_flop_per_byte,achieved_gflop_s,implied_gb_s
sweep,cpu,float32,naive,MATH,,4,32,4096,64,False,,ok,,2377.3129579999477,2339.720833000001,2430.2769999999327,2,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),549755813888.0,549755813888.0,1374389534720.0,34896609280.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",15.753846153846155,231.25092219684612,14.67901361601074
sweep,cpu,float32,chunked,MATH,,4,32,4096,64,False,1024,ok,,1805.5006249999224,1801.9587499998124,1831.817416999911,2,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),549755813888.0,549755813888.0,1374389534720.0,36238786560.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (4 tiles),15.170370370370371,304.4894065810825,20.07132318771784
sweep,cpu,float32,sdpa,MATH,True,4,32,4096,64,False,,ok,,9559.972415999937,9559.972415999937,9559.972415999937,1,1,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),549755813888.0,549755813888.0,1374389534720.0,536870912.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,1024.0,57.50600419807777,0.05615820722468532
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,4096,64,False,,ok,,584.5200419998946,521.3946249998571,600.6926659999863,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),549755813888.0,549755813888.0,1374389534720.0,536870912.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,1024.0,940.5251734517926,0.9184816146990162
sweep,cpu,float32,naive,MATH,,4,32,4096,64,True,,ok,,2563.1227920000583,2473.116124999933,2597.1343329999854,2,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),274945015808.0,549755813888.0,687362539520.0,34896609280.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",7.878846153846154,214.48672517909844,13.614880016251366
sweep,cpu,float32,chunked,MATH,,4,32,4096,64,True,1024,ok,,2072.824374999982,2031.0457919999862,2201.5034999999443,2,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),274945015808.0,549755813888.0,687362539520.0,36238786560.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (4 tiles),7.587037037037037,265.2206431565167,17.48280606744617
sweep,cpu,float32,sdpa,MATH,True,4,32,4096,64,True,,ok,,5388.29454200004,5094.555291000006,6444.7043750001285,2,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),274945015808.0,549755813888.0,687362539520.0,536870912.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,512.125,102.02779554881948,0.09963651909064403
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,4096,64,True,,ok,,328.26922900005684,312.75587499999347,359.3515830000342,4,6,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),274945015808.0,549755813888.0,687362539520.0,536870912.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,512.125,1674.710162638804,1.635459143201957
sweep,cpu,float32,naive,MATH,,4,32,8192,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,chunked,MATH,,4,32,8192,64,False,1024,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,MATH,True,4,32,8192,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,8192,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,naive,MATH,,4,32,8192,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,chunked,MATH,,4,32,8192,64,True,1024,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,MATH,True,4,32,8192,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,8192,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 34 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,naive,MATH,,4,32,16384,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,chunked,MATH,,4,32,16384,64,False,1024,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,MATH,True,4,32,16384,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,16384,64,False,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,naive,MATH,,4,32,16384,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,chunked,MATH,,4,32,16384,64,True,1024,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,MATH,True,4,32,16384,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,16384,64,True,,skipped,"N>4096 not swept on CPU: the fp32 score matrix alone is 137 GB on a 25.77 GB machine; on macOS a CPU allocation that large swaps instead of raising, and a swap-thrashing run is not a measurement",,,,,,,,,,,,,,,
oom_ladder,mps,float16,naive,,,4,32,4096,64,False,,ok,"single forward pass, no warmup -- this row exists to locate the OOM edge, not to time it",4246.911833000013,,,0,1,21743271936,"mps allocator, sampled every 1 ms",,,,,,,,
oom_ladder,mps,float16,naive,,,4,32,4352,64,False,,ok,"single forward pass, no warmup -- this row exists to locate the OOM edge, not to time it",1034.9132079998071,,,0,1,24528289792,"mps allocator, sampled every 1 ms",,,,,,,,
oom_ladder,mps,float16,naive,,,4,32,4608,64,False,,ok,"single forward pass, no warmup -- this row exists to locate the OOM edge, not to time it",3067.2578749999957,,,0,1,27405582336,"mps allocator, sampled every 1 ms",,,,,,,,
oom_ladder,mps,float16,naive,,,4,32,4864,64,False,,ok,"single forward pass, no warmup -- this row exists to locate the OOM edge, not to time it",5486.674624999978,,,0,1,30521950208,"mps allocator, sampled every 1 ms",,,,,,,,
oom_ladder,mps,float16,naive,,,4,32,5120,64,False,,OOM,"RuntimeError: MPS backend out of memory (MPS allocated: 19.75 GiB, other allocations: 720.00 KiB, max allowed: 30.19 GiB). Tried to allocate 12.50 GiB on shared pool. Use PYTORCH_MPS_HIGH_WATERMARK_RATIO=0.0 to disable upper limit for memory allocations (may cause system failure).",,,,,,,,,,,,,,,
